Date,Province,Food_Item,price
2018-09-01,Saskatchewan,"Chicken drumsticks, per kilogram",6.83
2018-09-01,Saskatchewan,"Chicken thigh, per kilogram",9.31
2018-09-01,Saskatchewan,"Cookies and sweet biscuits, 300 grams ",2.4
2018-09-01,Saskatchewan,"Crackers and crisp breads, 200 grams ",2.3
2018-09-01,Saskatchewan,"Cream, 1 litre",3.86
2018-09-01,Saskatchewan,"Cucumber, unit",1.68
2018-09-01,Saskatchewan,"Deodorant, 85 grams",5.01
2018-09-01,Saskatchewan,"Dried lentils, 900 grams",3.1
2018-09-01,Saskatchewan,"Dry beans and legumes, 900 grams ",3.16
2018-09-01,Saskatchewan,"Dry or fresh pasta, 500 grams",2.51
2018-09-01,Saskatchewan,"Eggs, 1 dozen",3.33
2018-09-01,Saskatchewan,"Flatbread and pita, 500 grams ",4
2018-09-01,Saskatchewan,"Frozen broccoli, 500 grams",2.85
2018-09-01,Saskatchewan,"Frozen corn, 750 grams ",2.55
2018-09-01,Saskatchewan,"Frozen french fried potatoes, 750 grams",2.03
2018-09-01,Saskatchewan,"Frozen green beans, 750 grams",2.91
2018-09-01,Saskatchewan,"Frozen mixed vegetables, 750 grams ",2.84
2018-09-01,Saskatchewan,"Frozen peas, 750 grams",2.61
2018-09-01,Saskatchewan,"Frozen pizza, 390 grams",3.66
2018-09-01,Saskatchewan,"Frozen spinach, 300 grams",1.37
2018-09-01,Saskatchewan,"Frozen strawberries, 600 grams",4.12
2018-09-01,Saskatchewan,"Grapes, per kilogram",6.25
2018-09-01,Saskatchewan,"Ground beef, per kilogram",8.75
2018-09-01,Saskatchewan,"Hummus, 227 grams",3.32
2018-09-01,Saskatchewan,"Iceberg lettuce, unit",2.32
2018-09-01,Saskatchewan,"Infant formula, 900 grams ",27.36
2018-09-01,Saskatchewan,"Ketchup, 1 litre",3.08
2018-09-01,Saskatchewan,"Laundry detergent, 4.43 litres",13.32
2018-09-01,Saskatchewan,"Lemons, unit",0.98
2018-09-01,Saskatchewan,"Limes, unit",0.51
2018-09-01,Saskatchewan,"Margarine, 907 grams",4.31
2018-09-01,Saskatchewan,"Mayonnaise, 890 millilitres ",4.56
2018-09-01,Saskatchewan,"Meatless burgers, 226 grams",4.21
2018-09-01,Saskatchewan,"Milk, 1 litre",2.34
2018-09-01,Saskatchewan,"Milk, 2 litres",3.93
2018-09-01,Saskatchewan,"Milk, 4 litres",4.98
2018-09-01,Saskatchewan,"Mushrooms, 227 grams",2.05
2018-09-01,Saskatchewan,"Nut milk, 1.89 litres",3.77
2018-09-01,Saskatchewan,"Olive oil, 1 litre",8.92
2018-09-01,Saskatchewan,"Onions, 1.36 kilograms",3.33
2018-09-01,Saskatchewan,"Onions, per kilogram",3.12
2018-09-01,Saskatchewan,"Orange juice, 2 litres",3.73
2018-09-01,Saskatchewan,"Oranges, 1.36 kilograms",4.74
2018-09-01,Saskatchewan,"Oranges, per kilogram",3.56
2018-09-01,Saskatchewan,"Pasta sauce, 650 millilitres",2.02
2018-09-01,Saskatchewan,"Peanut butter, 1 kilogram",4.5
2018-09-01,Saskatchewan,"Peanuts, 450 grams",3.31
2018-09-01,Saskatchewan,"Pears, per kilogram",3.23
2018-09-01,Saskatchewan,"Peppers, per kilogram",4.75
2018-09-01,Saskatchewan,"Pork loin cuts, per kilogram",9.44
2018-09-01,Saskatchewan,"Pork rib cuts, per kilogram",8.04
2018-09-01,Saskatchewan,"Pork shoulder cuts, per kilogram",8.67
2018-09-01,Saskatchewan,"Potatoes, 4.54 kilograms",5.65
2018-09-01,Saskatchewan,"Potatoes, per kilogram",3.05
2018-09-01,Saskatchewan,"Roasted or ground coffee, 340 grams",4.53
2018-09-01,Saskatchewan,"Romaine lettuce, unit",2.33
2018-09-01,Saskatchewan,"Salad dressing, 475 millilitres",2.26
2018-09-01,Saskatchewan,"Salad greens, 142 grams",3.9
2018-09-01,Saskatchewan,"Salmon, per kilogram",21.51
2018-09-01,Saskatchewan,"Salsa, 418 millilitres",3.22
2018-09-01,Saskatchewan,"Shampoo, 400 millilitres",4.95
2018-09-01,Saskatchewan,"Shrimp, 300 grams",7.64
2018-09-01,Saskatchewan,"Soy milk, 1.89 litres",3.76
2018-09-01,Saskatchewan,"Squash, per kilogram",3.35
2018-09-01,Saskatchewan,"Strawberries, 454 grams",3.28
2018-09-01,Saskatchewan,"Sunflower seeds, 400 grams ",3.8
2018-09-01,Saskatchewan,"Sweet potatoes, per kilogram",3.31
2018-09-01,Saskatchewan,Tea (20 bags),3.61
2018-09-01,Saskatchewan,"Tofu, 350 grams ",2.13
2018-09-01,Saskatchewan,"Tomatoes, per kilogram",3.39
2018-09-01,Saskatchewan,"Toothpaste, 100 millilitres",2.98
2018-09-01,Saskatchewan,"Vegetable oil, 3 litres",9.57
2018-09-01,Saskatchewan,"Wheat flour, 2.5 kilograms",4.5
2018-09-01,Saskatchewan,"White bread, 675 grams",2.71
2018-09-01,Saskatchewan,"White rice, 2 kilograms",6.81
2018-09-01,Saskatchewan,"White sugar, 2 kilograms",2.96
2018-09-01,Saskatchewan,"Whole chicken, per kilogram",6.51
2018-09-01,Saskatchewan,"Wieners, 400 grams",3
2018-09-01,Saskatchewan,"Yogurt, 500 grams",2.73
2018-10-01,Alberta,"Almonds, 200 grams",5.04
2018-10-01,Alberta,"Apple juice, 2 litres",2.99
2018-10-01,Alberta,"Apples, per kilogram",3.12
2018-10-01,Alberta,"Avocado, unit",1.73
2018-10-01,Alberta,"Baby food, 128 millilitres",1.26
2018-10-01,Alberta,"Bacon, 500 grams",6.29
2018-10-01,Alberta,"Bananas, per kilogram",1.73
2018-10-01,Alberta,"Beef rib cuts, per kilogram",18.46
2018-10-01,Alberta,"Beef stewing cuts, per kilogram",12.45
2018-10-01,Alberta,"Beef striploin cuts, per kilogram",20.39
2018-10-01,Alberta,"Beef top sirloin cuts, per kilogram",15.44
2018-10-01,Alberta,"Block cheese, 500 grams",5.95
2018-10-01,Alberta,"Broccoli, unit",2.3
2018-10-01,Alberta,"Brown rice, 900 grams ",4.2
2018-10-01,Alberta,"Butter, 454 grams",4.51
2018-10-01,Alberta,"Cabbage, per kilogram",2.12
2018-10-01,Alberta,"Canned baked beans, 398 millilitres",1.25
2018-10-01,Alberta,"Canned beans and lentils, 540 millilitres",1.24
2018-10-01,Alberta,"Canned corn, 341 millilitres",1.07
2018-10-01,Alberta,"Canned peach, 398 millilitres",2.29
2018-10-01,Alberta,"Canned pear, 398 millilitres",2.16
2018-10-01,Alberta,"Canned salmon, 213 grams",3.21
2018-10-01,Alberta,"Canned soup, 284 millilitres",1.23
2018-10-01,Alberta,"Canned tomatoes, 796 millilitres",1.48
2018-10-01,Alberta,"Canned tuna, 170 grams",1.73
2018-10-01,Alberta,"Canola oil, 3 litres",6.14
2018-10-01,Alberta,"Cantaloupe, unit",2.53
2018-10-01,Alberta,"Carrots, 1.36 kilograms",3.73
2018-10-01,Alberta,"Celery, unit",1.99
2018-10-01,Alberta,"Cereal, 400 grams",3.09
2018-10-01,Alberta,"Chicken breasts, per kilogram",13.56
2018-10-01,Alberta,"Chicken drumsticks, per kilogram",7.07
2018-10-01,Alberta,"Chicken thigh, per kilogram",10.86
2018-10-01,Alberta,"Cookies and sweet biscuits, 300 grams ",2.7
2018-10-01,Alberta,"Crackers and crisp breads, 200 grams ",2.5
2018-10-01,Alberta,"Cream, 1 litre",3.88
2018-10-01,Alberta,"Cucumber, unit",2.02
2018-10-01,Alberta,"Deodorant, 85 grams",5.06
2018-10-01,Alberta,"Dried lentils, 900 grams",3.24
2018-10-01,Alberta,"Dry beans and legumes, 900 grams ",3.21
2018-10-01,Alberta,"Dry or fresh pasta, 500 grams",2.53
2018-10-01,Alberta,"Eggs, 1 dozen",3.56
2018-10-01,Alberta,"Flatbread and pita, 500 grams ",3.43
2018-10-01,Alberta,"Frozen broccoli, 500 grams",2.93
2018-10-01,Alberta,"Frozen corn, 750 grams ",2.62
2018-10-01,Alberta,"Frozen french fried potatoes, 750 grams",2.29
2018-10-01,Alberta,"Frozen green beans, 750 grams",2.88
2018-10-01,Alberta,"Frozen mixed vegetables, 750 grams ",2.95
2018-10-01,Alberta,"Frozen peas, 750 grams",2.69
2018-10-01,Alberta,"Frozen pizza, 390 grams",4.22
2018-10-01,Alberta,"Frozen spinach, 300 grams",1.59
2018-10-01,Alberta,"Frozen strawberries, 600 grams",4.3
2018-10-01,Alberta,"Grapes, per kilogram",5.97
2018-10-01,Alberta,"Ground beef, per kilogram",9.36
2018-10-01,Alberta,"Hummus, 227 grams",3.42
2018-10-01,Alberta,"Iceberg lettuce, unit",2.35
2018-10-01,Alberta,"Infant formula, 900 grams ",29.89
2018-10-01,Alberta,"Ketchup, 1 litre",3.12
2018-10-01,Alberta,"Laundry detergent, 4.43 litres",13.5
2018-10-01,Alberta,"Lemons, unit",0.89
2018-10-01,Alberta,"Limes, unit",0.51
2018-10-01,Alberta,"Margarine, 907 grams",4.38
2018-10-01,Alberta,"Mayonnaise, 890 millilitres ",4.47
2018-10-01,Alberta,"Meatless burgers, 226 grams",4.53
2018-10-01,Alberta,"Milk, 1 litre",2.36
2018-10-01,Alberta,"Milk, 2 litres",4.05
2018-10-01,Alberta,"Milk, 4 litres",5.02
2018-10-01,Alberta,"Mushrooms, 227 grams",2.03
2018-10-01,Alberta,"Nut milk, 1.89 litres",3.84
2018-10-01,Alberta,"Olive oil, 1 litre",7.88
2018-10-01,Alberta,"Onions, 1.36 kilograms",3.34
2018-10-01,Alberta,"Onions, per kilogram",3.27
2018-10-01,Alberta,"Orange juice, 2 litres",3.95
2018-10-01,Alberta,"Oranges, 1.36 kilograms",4.87
2018-10-01,Alberta,"Oranges, per kilogram",3.54
2018-10-01,Alberta,"Pasta sauce, 650 millilitres",2.23
2018-10-01,Alberta,"Peanut butter, 1 kilogram",4.58
2018-10-01,Alberta,"Peanuts, 450 grams",3.47
2018-10-01,Alberta,"Pears, per kilogram",4.08
2018-10-01,Alberta,"Peppers, per kilogram",6.37
2018-10-01,Alberta,"Pork loin cuts, per kilogram",9.42
2018-10-01,Alberta,"Pork rib cuts, per kilogram",7.37
2018-10-01,Alberta,"Pork shoulder cuts, per kilogram",4.74
2018-10-01,Alberta,"Potatoes, 4.54 kilograms",5.57
2018-10-01,Alberta,"Potatoes, per kilogram",3.03
2018-10-01,Alberta,"Roasted or ground coffee, 340 grams",5.2
2018-10-01,Alberta,"Romaine lettuce, unit",2.33
2018-10-01,Alberta,"Salad dressing, 475 millilitres",2.5
2018-10-01,Alberta,"Salad greens, 142 grams",4.04
2018-10-01,Alberta,"Salmon, per kilogram",24.47
2018-10-01,Alberta,"Salsa, 418 millilitres",3.14
2018-10-01,Alberta,"Shampoo, 400 millilitres",5.28
2018-10-01,Alberta,"Shrimp, 300 grams",7.44
2018-10-01,Alberta,"Soy milk, 1.89 litres",3.76
2018-10-01,Alberta,"Squash, per kilogram",3
2018-10-01,Alberta,"Strawberries, 454 grams",3.83
2018-10-01,Alberta,"Sunflower seeds, 400 grams ",3.77
2018-10-01,Alberta,"Sweet potatoes, per kilogram",2.78
2018-10-01,Alberta,Tea (20 bags),3.42
2018-10-01,Alberta,"Tofu, 350 grams ",2.12
2018-10-01,Alberta,"Tomatoes, per kilogram",4.09
2018-10-01,Alberta,"Toothpaste, 100 millilitres",3.02
2018-10-01,Alberta,"Vegetable oil, 3 litres",7.86
2018-10-01,Alberta,"Wheat flour, 2.5 kilograms",4.7
2018-10-01,Alberta,"White bread, 675 grams",2.71
2018-10-01,Alberta,"White rice, 2 kilograms",7.44
2018-10-01,Alberta,"White sugar, 2 kilograms",2.96
2018-10-01,Alberta,"Whole chicken, per kilogram",5.69
2018-10-01,Alberta,"Wieners, 400 grams",3.31
2018-10-01,Alberta,"Yogurt, 500 grams",2.86
2018-10-01,British Columbia,"Almonds, 200 grams",5.11
2018-10-01,British Columbia,"Apple juice, 2 litres",3.05
2018-10-01,British Columbia,"Apples, per kilogram",3.04
2018-10-01,British Columbia,"Avocado, unit",1.86
2018-10-01,British Columbia,"Baby food, 128 millilitres",1.24
2018-10-01,British Columbia,"Bacon, 500 grams",6.24
2018-10-01,British Columbia,"Bananas, per kilogram",1.6
2018-10-01,British Columbia,"Beef rib cuts, per kilogram",18.6
2018-10-01,British Columbia,"Beef stewing cuts, per kilogram",12.4
2018-10-01,British Columbia,"Beef striploin cuts, per kilogram",21.64
2018-10-01,British Columbia,"Beef top sirloin cuts, per kilogram",15.6
2018-10-01,British Columbia,"Block cheese, 500 grams",6.06
2018-10-01,British Columbia,"Broccoli, unit",2.47
2018-10-01,British Columbia,"Brown rice, 900 grams ",4.42
2018-10-01,British Columbia,"Butter, 454 grams",4.45
2018-10-01,British Columbia,"Cabbage, per kilogram",2
2018-10-01,British Columbia,"Canned baked beans, 398 millilitres",1.27
2018-10-01,British Columbia,"Canned beans and lentils, 540 millilitres",1.28
2018-10-01,British Columbia,"Canned corn, 341 millilitres",1.09
2018-10-01,British Columbia,"Canned peach, 398 millilitres",2.2
2018-10-01,British Columbia,"Canned pear, 398 millilitres",2.2
2018-10-01,British Columbia,"Canned salmon, 213 grams",3.35
2018-10-01,British Columbia,"Canned soup, 284 millilitres",1.33
2018-10-01,British Columbia,"Canned tomatoes, 796 millilitres",1.5
2018-10-01,British Columbia,"Canned tuna, 170 grams",1.75
2018-10-01,British Columbia,"Canola oil, 3 litres",6.27
2018-10-01,British Columbia,"Cantaloupe, unit",2.44
2018-10-01,British Columbia,"Carrots, 1.36 kilograms",3.65
2018-10-01,British Columbia,"Celery, unit",1.91
2018-10-01,British Columbia,"Cereal, 400 grams",3.11
2018-10-01,British Columbia,"Chicken breasts, per kilogram",13.06
2018-10-01,British Columbia,"Chicken drumsticks, per kilogram",6.99
2018-10-01,British Columbia,"Chicken thigh, per kilogram",11.09
2018-10-01,British Columbia,"Cookies and sweet biscuits, 300 grams ",2.71
2018-10-01,British Columbia,"Crackers and crisp breads, 200 grams ",2.48
2018-10-01,British Columbia,"Cream, 1 litre",3.5
2018-10-01,British Columbia,"Cucumber, unit",2.18
2018-10-01,British Columbia,"Deodorant, 85 grams",5.02
2018-10-01,British Columbia,"Dried lentils, 900 grams",3.62
2018-10-01,British Columbia,"Dry beans and legumes, 900 grams ",3.17
2018-10-01,British Columbia,"Dry or fresh pasta, 500 grams",2.64
2018-10-01,British Columbia,"Eggs, 1 dozen",3.98
2018-10-01,British Columbia,"Flatbread and pita, 500 grams ",3.46
2018-10-01,British Columbia,"Frozen broccoli, 500 grams",2.96
2018-10-01,British Columbia,"Frozen corn, 750 grams ",2.74
2018-10-01,British Columbia,"Frozen french fried potatoes, 750 grams",2.3
2018-10-01,British Columbia,"Frozen green beans, 750 grams",2.85
2018-10-01,British Columbia,"Frozen mixed vegetables, 750 grams ",2.95
2018-10-01,British Columbia,"Frozen peas, 750 grams",2.85
2018-10-01,British Columbia,"Frozen pizza, 390 grams",4.24
2018-10-01,British Columbia,"Frozen spinach, 300 grams",1.71
2018-10-01,British Columbia,"Frozen strawberries, 600 grams",4.37
2018-10-01,British Columbia,"Grapes, per kilogram",6.17
2018-10-01,British Columbia,"Ground beef, per kilogram",9.14
2018-10-01,British Columbia,"Hummus, 227 grams",3.38
2018-10-01,British Columbia,"Iceberg lettuce, unit",2.21
2018-10-01,British Columbia,"Infant formula, 900 grams ",30.99
2018-10-01,British Columbia,"Ketchup, 1 litre",2.93
2018-10-01,British Columbia,"Laundry detergent, 4.43 litres",13.62
2018-10-01,British Columbia,"Lemons, unit",0.92
2018-10-01,British Columbia,"Limes, unit",0.53
2018-10-01,British Columbia,"Margarine, 907 grams",4.33
2018-10-01,British Columbia,"Mayonnaise, 890 millilitres ",4.49
2018-10-01,British Columbia,"Meatless burgers, 226 grams",4.49
2018-10-01,British Columbia,"Milk, 1 litre",2.4
2018-10-01,British Columbia,"Milk, 2 litres",4.06
2018-10-01,British Columbia,"Milk, 4 litres",4.95
2018-10-01,British Columbia,"Mushrooms, 227 grams",2.14
2018-10-01,British Columbia,"Nut milk, 1.89 litres",3.83
2018-10-01,British Columbia,"Olive oil, 1 litre",8.51
2018-10-01,British Columbia,"Onions, 1.36 kilograms",3.36
2018-10-01,British Columbia,"Onions, per kilogram",3.2
2018-10-01,British Columbia,"Orange juice, 2 litres",3.85
2018-10-01,British Columbia,"Oranges, 1.36 kilograms",5.13
2018-10-01,British Columbia,"Oranges, per kilogram",3.76
2018-10-01,British Columbia,"Pasta sauce, 650 millilitres",2.23
2018-10-01,British Columbia,"Peanut butter, 1 kilogram",4.94
2018-10-01,British Columbia,"Peanuts, 450 grams",3.57
2018-10-01,British Columbia,"Pears, per kilogram",4.22
2018-10-01,British Columbia,"Peppers, per kilogram",6.66
2018-10-01,British Columbia,"Pork loin cuts, per kilogram",9.31
2018-10-01,British Columbia,"Pork rib cuts, per kilogram",6.68
2018-10-01,British Columbia,"Pork shoulder cuts, per kilogram",4.97
2018-10-01,British Columbia,"Potatoes, 4.54 kilograms",5.53
2018-10-01,British Columbia,"Potatoes, per kilogram",3.13
2018-10-01,British Columbia,"Roasted or ground coffee, 340 grams",5.57
2018-10-01,British Columbia,"Romaine lettuce, unit",2.22
2018-10-01,British Columbia,"Salad dressing, 475 millilitres",2.42
2018-10-01,British Columbia,"Salad greens, 142 grams",4.33
2018-10-01,British Columbia,"Salmon, per kilogram",27.1
2018-10-01,British Columbia,"Salsa, 418 millilitres",3.29
2018-10-01,British Columbia,"Shampoo, 400 millilitres",5.37
2018-10-01,British Columbia,"Shrimp, 300 grams",7.41
2018-10-01,British Columbia,"Soy milk, 1.89 litres",3.77
2018-10-01,British Columbia,"Squash, per kilogram",2.87
2018-10-01,British Columbia,"Strawberries, 454 grams",3.71
2018-10-01,British Columbia,"Sunflower seeds, 400 grams ",3.9
2018-10-01,British Columbia,"Sweet potatoes, per kilogram",2.97
2018-10-01,British Columbia,Tea (20 bags),3.4
2018-10-01,British Columbia,"Tofu, 350 grams ",2.23
2018-10-01,British Columbia,"Tomatoes, per kilogram",4.24
2018-10-01,British Columbia,"Toothpaste, 100 millilitres",2.9
2018-10-01,British Columbia,"Vegetable oil, 3 litres",8.17
2018-10-01,British Columbia,"Wheat flour, 2.5 kilograms",4.79
2018-10-01,British Columbia,"White bread, 675 grams",3
2018-10-01,British Columbia,"White rice, 2 kilograms",7.58
2018-10-01,British Columbia,"White sugar, 2 kilograms",3.08
2018-10-01,British Columbia,"Whole chicken, per kilogram",5.78
2018-10-01,British Columbia,"Wieners, 400 grams",3.44
2018-10-01,British Columbia,"Yogurt, 500 grams",2.77
2018-10-01,Manitoba,"Almonds, 200 grams",4.97
2018-10-01,Manitoba,"Apple juice, 2 litres",2.77
2018-10-01,Manitoba,"Apples, per kilogram",2.97
2018-10-01,Manitoba,"Avocado, unit",1.73
2018-10-01,Manitoba,"Baby food, 128 millilitres",1.18
2018-10-01,Manitoba,"Bacon, 500 grams",5.98
2018-10-01,Manitoba,"Bananas, per kilogram",1.73
2018-10-01,Manitoba,"Beef rib cuts, per kilogram",17.31
2018-10-01,Manitoba,"Beef stewing cuts, per kilogram",12.14
2018-10-01,Manitoba,"Beef striploin cuts, per kilogram",19.16
2018-10-01,Manitoba,"Beef top sirloin cuts, per kilogram",15.58
2018-10-01,Manitoba,"Block cheese, 500 grams",5.83
2018-10-01,Manitoba,"Broccoli, unit",2.25
2018-10-01,Manitoba,"Brown rice, 900 grams ",4
2018-10-01,Manitoba,"Butter, 454 grams",4.4
2018-10-01,Manitoba,"Cabbage, per kilogram",1.95
2018-10-01,Manitoba,"Canned baked beans, 398 millilitres",1.27
2018-10-01,Manitoba,"Canned beans and lentils, 540 millilitres",1.23
2018-10-01,Manitoba,"Canned corn, 341 millilitres",1.06
2018-10-01,Manitoba,"Canned peach, 398 millilitres",2.28
2018-10-01,Manitoba,"Canned pear, 398 millilitres",2.18
2018-10-01,Manitoba,"Canned salmon, 213 grams",3.36
2018-10-01,Manitoba,"Canned soup, 284 millilitres",1.38
2018-10-01,Manitoba,"Canned tomatoes, 796 millilitres",1.43
2018-10-01,Manitoba,"Canned tuna, 170 grams",1.65
2018-10-01,Manitoba,"Canola oil, 3 litres",5.94
2018-10-01,Manitoba,"Cantaloupe, unit",2.51
2018-10-01,Manitoba,"Carrots, 1.36 kilograms",3.8
2018-10-01,Manitoba,"Celery, unit",1.97
2018-10-01,Manitoba,"Cereal, 400 grams",3.05
2018-10-01,Manitoba,"Chicken breasts, per kilogram",12.75
2018-10-01,Manitoba,"Chicken drumsticks, per kilogram",7.03
2018-10-01,Manitoba,"Chicken thigh, per kilogram",10.24
2018-10-01,Manitoba,"Cookies and sweet biscuits, 300 grams ",2.58
2018-10-01,Manitoba,"Crackers and crisp breads, 200 grams ",2.44
2018-10-01,Manitoba,"Cream, 1 litre",3.76
2018-10-01,Manitoba,"Cucumber, unit",1.9
2018-10-01,Manitoba,"Deodorant, 85 grams",4.96
2018-10-01,Manitoba,"Dried lentils, 900 grams",3.22
2018-10-01,Manitoba,"Dry beans and legumes, 900 grams ",3.27
2018-10-01,Manitoba,"Dry or fresh pasta, 500 grams",2.4
2018-10-01,Manitoba,"Eggs, 1 dozen",3.29
2018-10-01,Manitoba,"Flatbread and pita, 500 grams ",3.43
2018-10-01,Manitoba,"Frozen broccoli, 500 grams",2.89
2018-10-01,Manitoba,"Frozen corn, 750 grams ",2.58
2018-10-01,Manitoba,"Frozen french fried potatoes, 750 grams",2.2
2018-10-01,Manitoba,"Frozen green beans, 750 grams",2.84
2018-10-01,Manitoba,"Frozen mixed vegetables, 750 grams ",2.88
2018-10-01,Manitoba,"Frozen peas, 750 grams",2.64
2018-10-01,Manitoba,"Frozen pizza, 390 grams",4.15
2018-10-01,Manitoba,"Frozen spinach, 300 grams",1.73
2018-10-01,Manitoba,"Frozen strawberries, 600 grams",4.24
2018-10-01,Manitoba,"Grapes, per kilogram",5.74
2018-10-01,Manitoba,"Ground beef, per kilogram",8.88
2018-10-01,Manitoba,"Hummus, 227 grams",3.28
2018-10-01,Manitoba,"Iceberg lettuce, unit",2.29
2018-10-01,Manitoba,"Infant formula, 900 grams ",26.83
2018-10-01,Manitoba,"Ketchup, 1 litre",3.07
2018-10-01,Manitoba,"Laundry detergent, 4.43 litres",13.28
2018-10-01,Manitoba,"Lemons, unit",0.9
2018-10-01,Manitoba,"Limes, unit",0.5
2018-10-01,Manitoba,"Margarine, 907 grams",4.2
2018-10-01,Manitoba,"Mayonnaise, 890 millilitres ",4.31
2018-10-01,Manitoba,"Meatless burgers, 226 grams",4.44
2018-10-01,Manitoba,"Milk, 1 litre",1.66
2018-10-01,Manitoba,"Milk, 2 litres",3.6
2018-10-01,Manitoba,"Milk, 4 litres",4.87
2018-10-01,Manitoba,"Mushrooms, 227 grams",2.01
2018-10-01,Manitoba,"Nut milk, 1.89 litres",3.85
2018-10-01,Manitoba,"Olive oil, 1 litre",8.22
2018-10-01,Manitoba,"Onions, 1.36 kilograms",3.33
2018-10-01,Manitoba,"Onions, per kilogram",3.21
2018-10-01,Manitoba,"Orange juice, 2 litres",3.74
2018-10-01,Manitoba,"Oranges, 1.36 kilograms",5.05
2018-10-01,Manitoba,"Oranges, per kilogram",3.82
2018-10-01,Manitoba,"Pasta sauce, 650 millilitres",2.09
2018-10-01,Manitoba,"Peanut butter, 1 kilogram",4.35
2018-10-01,Manitoba,"Peanuts, 450 grams",3.56
2018-10-01,Manitoba,"Pears, per kilogram",4.23
2018-10-01,Manitoba,"Peppers, per kilogram",6.46
2018-10-01,Manitoba,"Pork loin cuts, per kilogram",9.66
2018-10-01,Manitoba,"Pork rib cuts, per kilogram",6.19
2018-10-01,Manitoba,"Pork shoulder cuts, per kilogram",5.12
2018-10-01,Manitoba,"Potatoes, 4.54 kilograms",5.67
2018-10-01,Manitoba,"Potatoes, per kilogram",3.09
2018-10-01,Manitoba,"Roasted or ground coffee, 340 grams",4.64
2018-10-01,Manitoba,"Romaine lettuce, unit",2.38
2018-10-01,Manitoba,"Salad dressing, 475 millilitres",2.46
2018-10-01,Manitoba,"Salad greens, 142 grams",3.95
2018-10-01,Manitoba,"Salmon, per kilogram",23.3
2018-10-01,Manitoba,"Salsa, 418 millilitres",3.02
2018-10-01,Manitoba,"Shampoo, 400 millilitres",5.11
2018-10-01,Manitoba,"Shrimp, 300 grams",7.17
2018-10-01,Manitoba,"Soy milk, 1.89 litres",3.84
2018-10-01,Manitoba,"Squash, per kilogram",2.69
2018-10-01,Manitoba,"Strawberries, 454 grams",3.79
2018-10-01,Manitoba,"Sunflower seeds, 400 grams ",3.71
2018-10-01,Manitoba,"Sweet potatoes, per kilogram",2.77
2018-10-01,Manitoba,Tea (20 bags),3.36
2018-10-01,Manitoba,"Tofu, 350 grams ",2.04
2018-10-01,Manitoba,"Tomatoes, per kilogram",4.11
2018-10-01,Manitoba,"Toothpaste, 100 millilitres",2.8
2018-10-01,Manitoba,"Vegetable oil, 3 litres",8.08
2018-10-01,Manitoba,"Wheat flour, 2.5 kilograms",4.63
2018-10-01,Manitoba,"White bread, 675 grams",2.39
2018-10-01,Manitoba,"White rice, 2 kilograms",6.73
2018-10-01,Manitoba,"White sugar, 2 kilograms",2.98
2018-10-01,Manitoba,"Whole chicken, per kilogram",5.29
2018-10-01,Manitoba,"Wieners, 400 grams",3.24
2018-10-01,Manitoba,"Yogurt, 500 grams",2.81
2018-10-01,New Brunswick,"Almonds, 200 grams",4.69
2018-10-01,New Brunswick,"Apple juice, 2 litres",3.05
2018-10-01,New Brunswick,"Apples, per kilogram",4.19
2018-10-01,New Brunswick,"Avocado, unit",1.4
2018-10-01,New Brunswick,"Baby food, 128 millilitres",1.36
2018-10-01,New Brunswick,"Bacon, 500 grams",5.37
2018-10-01,New Brunswick,"Bananas, per kilogram",1.95
2018-10-01,New Brunswick,"Beef rib cuts, per kilogram",15.45
2018-10-01,New Brunswick,"Beef stewing cuts, per kilogram",11.39
2018-10-01,New Brunswick,"Beef striploin cuts, per kilogram",16.57
2018-10-01,New Brunswick,"Beef top sirloin cuts, per kilogram",14.82
2018-10-01,New Brunswick,"Block cheese, 500 grams",5.42
2018-10-01,New Brunswick,"Broccoli, unit",2.52
2018-10-01,New Brunswick,"Brown rice, 900 grams ",4.77
2018-10-01,New Brunswick,"Butter, 454 grams",4.29
2018-10-01,New Brunswick,"Cabbage, per kilogram",2.47
2018-10-01,New Brunswick,"Canned baked beans, 398 millilitres",1.31
2018-10-01,New Brunswick,"Canned beans and lentils, 540 millilitres",1.52
2018-10-01,New Brunswick,"Canned corn, 341 millilitres",1.15
2018-10-01,New Brunswick,"Canned peach, 398 millilitres",2.03
2018-10-01,New Brunswick,"Canned pear, 398 millilitres",1.72
2018-10-01,New Brunswick,"Canned salmon, 213 grams",3.14
2018-10-01,New Brunswick,"Canned soup, 284 millilitres",1.1
2018-10-01,New Brunswick,"Canned tomatoes, 796 millilitres",1.34
2018-10-01,New Brunswick,"Canned tuna, 170 grams",1.73
2018-10-01,New Brunswick,"Canola oil, 3 litres",9.44
2018-10-01,New Brunswick,"Cantaloupe, unit",2.74
2018-10-01,New Brunswick,"Carrots, 1.36 kilograms",2.18
2018-10-01,New Brunswick,"Celery, unit",2.3
2018-10-01,New Brunswick,"Cereal, 400 grams",3.32
2018-10-01,New Brunswick,"Chicken breasts, per kilogram",10.92
2018-10-01,New Brunswick,"Chicken drumsticks, per kilogram",5.37
2018-10-01,New Brunswick,"Chicken thigh, per kilogram",6.6
2018-10-01,New Brunswick,"Cookies and sweet biscuits, 300 grams ",2.84
2018-10-01,New Brunswick,"Crackers and crisp breads, 200 grams ",2.57
2018-10-01,New Brunswick,"Cream, 1 litre",4.22
2018-10-01,New Brunswick,"Cucumber, unit",1.63
